question,document
"What’s a good anime about drawing, rivalry, and friendship?",58125
Any slice-of-life movie where a student gets motivated again by another artist?,58125
Looking for a sad but inspiring film about making comics and chasing talent?,58125
Any anime like a deadly singing contest with humans trapped by aliens?,55255
Looking for a sci-fi show where people are forced to perform to survive?,55255
Any recs for a dark music anime with aliens and high stakes?,55255
What anime has a brutal competition where contestants fight through songs?,55255
Anyone know a suspense anime about humans being used as entertainment?,55255
Any good sci-fi anime with street gangs and a dark city vibe?,42310
"Looking for a short action anime with cybernetic upgrades and lots of chaos, any picks?",42310
Any recommendations for anime about poor kids trying to escape a corrupt future city?,42310
What anime has a main guy using tech powers to get revenge and survive?,42310
"Anyone know a gritty cyberpunk series with criminals, action, and a tragic story?",42310
Any anime with a smart cat-and-mouse game between a killer and a detective?,1535
Looking for a dark series where someone gets a creepy power and starts judging criminals?,1535
Any recommendations for a suspense anime with mind games and lots of twists?,1535
"What should I watch if I want a tense show about justice, murder, and secret identities?",1535
Any good anime where two geniuses are trying to outsmart each other?,1535
Any good sports anime about a high school team trying to win a big tournament?,28891
Anyone know an anime with intense team practice and strong rival schools?,28891
What anime should I watch if I want volleyball matches and a lot of rivalry?,28891
Looking for a sports series where the players keep training to get better before the next big event?,28891
Any recommendations for an anime about teammates working out their issues and chasing a championship?,28891
Any anime about a guy waking up in a weird old-time world with magic and creepy secrets?,49818
"Looking for a show with dark mystery, cults or churches, and a main character stuck between good and bad?",49818
"Any recommendations for an anime with steam-era vibes, occult stuff, and a lot of suspense?",49818
What’s a good mystery-fantasy anime where the lead gets thrown into a dangerous new life?,49818
"Anyone know an anime like a dark adventure with supernatural powers, hidden groups, and nonstop tension?",49818
Any anime movie about a volleyball match with big rivalry and smart plays?,52742
What sports anime has a tense team battle and lots of strategy?,52742
Looking for an anime film where two school teams face off in a high-stakes game?,52742
Any recommendations for a sports movie with underdog energy and intense teamwork?,52742
What anime should I watch if I want a fast-paced school volleyball showdown?,52742
Any anime about a quiet guy who keeps running into spirits and monsters?,34591
What’s a good slice of life show with supernatural stuff and a calm vibe?,34591
Looking for anime where the main character deals with ghosts or yokai and tries to live normally?,34591
Any recommendations for a chill series about a book that controls spirits?,34591
"What should I watch if I want something emotional, peaceful, and full of spirit encounters?",34591
Any good sci-fi anime movie with giant robots and a big final battle?,4565
What’s a must-watch movie about fighting a super powerful enemy to save humanity?,4565
Can you recommend an action anime movie with a small team taking on an impossible threat?,4565
"Looking for a hype mecha movie with space fights and a lot of energy, any picks?",4565
Any anime movie like a huge comeback story where people fight to protect the future?,4565
Any good school romance anime with a lot of mind games and comedy?,40591
Looking for a funny romcom where the leads keep trying to make the other confess first?,40591
Any anime about smart students doing ridiculous tricks in a student council setting?,40591
What’s a good romance series with lots of banter and secret feelings?,40591
Can someone recommend a teen comedy anime with clever flirting and rivalry?,40591
Any anime about a guy reborn in a fantasy world and trying to start over for real?,45576
